Nazwisko aktualne,Liczba
CHEMPIŃSKI,20
CHENDOSKA,20
CHEREPAKHA,20
CHERKAVSKYI,20
CHERMUŁA,20
CHĘĆKA,20
CHĘPIŃSKI,20
CHILOŃSKI,20
CHMIELENKO,20
CHMIELESKI,20
CHOCHOLEWSKI,20
CHOMYN,20
CHORĄŻEK,20
CHOREK,20
CHORWAT,20
CHOWIS,20
CHOWRA,20
CHRYK,20
CHRYSTOF,20
CHRZCZANOWICZ,20
CHUBINIDZE,20
CHUDORLIŃSKI,20
CHUN,20
CHURKIN,20
CHUSZCZ,20
CHWIEDŹKO,20
CHYBIAK,20
CIELUSEK,20
CIERESZYŃSKI,20
CIĘKOSZ,20
CILSKI,20
CIMIRSKI,20
CIORKOWSKI,20
CISZCZONIK,20
CIUKSZO,20
CIULKIEWICZ,20
CIUPCZYK,20
CLAUSEN,20
COLESNIC,20
COLGA,20
COPPOLA,20
CORNIK,20
CYBIS,20
CYMON,20
CYRUPA,20
CYRUSZYS,20
CZABAŁA,20
CZACHOWICZ,20
CZAKIS,20
CZAMARSKI,20
CZARNKOWSKI,20
CZARNULA,20
CZARNYSZEWICZ,20
CZEKAY,20
CZEKUĆ,20
CZEPCZYK,20
CZEPIELEWICZ,20
CZERMANOWICZ,20
CZISZEWSKI,20
CZIUMPLIK,20
CZŁOWIEK,20
CZOSTKIEWICZ,20
CZUCHAJDA,20
CZUDZINOWICZ,20
CZUPIAŁ,20
CZUPKIEWICZ,20
CZURŁOWSKI,20
CZWOŁEK,20
CZYCZKAN,20
DAJAS,20
DALGA,20
DANIELOWSKI,20
DANIŞIKKAYA,20
DAVE,20
DAWGIERT,20
DE LUCA,20
DEBITA,20
DEJAK,20
DEJNOWIEC,20
DEJNOWSKI,20
DEKUNDY,20
DELESZEK,20
DELEŚ,20
DEMANGE,20
DEMKIW,20
DENISOW,20
DEOROWICZ,20
DEPLEWSKI,20
DERANEK,20
DERCZYK,20
DEREWIANKO,20
DERHACHOV,20
DERZA,20
DERŻKO,20
DESIATNYK,20
DEUS,20
DĘBOWIECKI,20
DĘTKOWSKI,20
DIDENKOW,20
DIEDRICH,20
DIESING,20
DITMAN,20
DOBROSŁAWSKI,20
DODZIAN,20
DOHERTY,20
DOLEŻOŁ,20
DOLHOPOLOV,20
DOLINSKI,20
DOMARUK,20
DOMAZER,20
DOMICZEW,20
DONATH,20
DONCZEW,20
DONDZIK,20
DOPTA,20
DORC,20
DOSYN,20
DOVBENKO,20
DOWJAT,20
DÖRING,20
DRAPISZ,20
DRAWZ,20
DRAŻDŻEWSKI,20
DREBSZOK,20
DRECHNA,20
DREJEWICZ,20
DREJSKI,20
DREL,20
DROBAKHA,20
DROMARECKI,20
DRÓŻYŃSKI,20
DRYNKO,20
DUBIENKA,20
DUCAL,20
DUDNICZEK,20
DUMYCZ,20
DUMZA,20
DUNAIEV,20
DUNN,20
DURLETA,20
DURNIEWICZ,20
DURNOGA,20
DURSZEWICZ,20
DUSEK,20
DUSINKIEWICZ,20
DUSZEJKO,20
DUSZEL,20
DUSZENKO,20
DUSZOTA,20
DWULECKI,20
DYCH,20
DYDECKI,20
DYDNIAŃSKI,20
DYGAL,20
DYGNER,20
DYMER,20
DYPCZYŃSKI,20
DYRKO,20
DZIAMCHUK,20
DZIANO,20
DZIEREŃ,20
DZIGA,20
DZIÓRZYŃSKI,20
DZIUKAŁA,20
DZIURUŃ,20
DZIURZYK,20
EIBIN,20
EJCHMAN,20
EJZENCHART,20
EKER,20
ELGAS,20
ELIASIK,20
ELTMANN,20
ENGELKE,20
ENKO,20
EPSTEIN,20
ERECIŃSKI,20
ERGASHEV,20
ERMANOWICZ,20
ERSOY,20
ERTMANN,20
FAHNER,20
FALĘCIKOWSKI,20
FAŁCZYK,20
FAMUŁKA,20
FANDZLOCH,20
FECHTNER,20
FEDERSKI,20
FEDOREC,20
FEDORYK,20
FELKLE,20
FENNIG,20
FERGUSON,20
FERLIŃSKI,20
FICHOWSKI,20
FIEDORYSZYN,20
FIEGE,20
FIFAŃSKI,20
FIGUR,20
FILAŃSKI,20
FILIANOWICZ,20
FILICHA,20
FILIPOVIĆ,20
FILOŃCZYK,20
FINTZEL,20
FIRCHOW,20
FIRCOWICZ,20
FISENKO,20
FLAKS,20
FLEGIEL,20
FLEJSIEROWICZ,20
FLEJSZEROWICZ,20
FLETER,20
FLIAK,20
FLOS,20
FLUKSIK,20
FOLGMANN,20
FOLUSIAK,20
FOLUSZYŃSKI,20
FONDER,20
FOTTA,20
FRĄG,20
FREJDA,20
FRELICKI,20
FREYBERG,20
FRISCHKE,20
FRONCISZ,20
FRYDRYSZEWSKI,20
FRYGIES,20
FRYLICH,20
FRYSKE,20
FUKŚ,20
FUNDEŁA,20
GABRISCH,20
GADZIMSKI,20
GAFFKA,20
GAJDANOWICZ,20
GAJLUSZ,20
GALASZEWSKI,20
GALDA,20
GAŁDZIŃSKI,20
GAŁĘZYKA,20
GANDHI,20
GARLIK,20
GARNYŚ,20
GARŚCIA,20
GASPAREWICZ,20
GASPERANIEC,20
GASZTA,20
GAUTIER,20
GAUZE,20
GAWIEC,20
GAWLIKOWICZ,20
GAWLITTA,20
GAWZA,20
GAZDULSKI,20
GĄSTALIK,20
GĄSZEWSKI,20
GĄTOWSKI,20
GEDYK,20
GELLNER,20
GEMBUS,20
GERMUGA,20
GERTCHEN,20
GHARBI,20
GHEORGHE,20
GIBASZAK,20
GIBULSKI,20
GIEJSZTOWT,20
GIELZA,20
GIERZAK,20
GIETLER,20
GIEŻYCKI,20
GIRJAT,20
GISEL,20
GIURG,20
GIWER,20
GLAJZER,20
GLANDYS,20
GLEŃSK,20
GLĘDA,20
GLID,20
GLINKAU,20
GLUBKA,20
GŁASKA,20
GŁAWĘDA,20
GŁAWIŃSKI,20
GŁOSIŃSKI,20
GŁOWCZYŃSKI,20
GŁOWIENKE,20
GŁOZOWSKI,20
GŁÓDKOWSKI,20
GŁUSZCZENKO,20
GNACINSKI,20
GNIELCZYK,20
GNIEWOSKI,20
GNILKA,20
GODNARSKI,20
GODNIEWICZ,20
GODOŚ,20
GODULLA,20
GODYCKI,20
GODZIMIRSKI,20
GOGOŁA,20
GOJTKA,20
GOLENDA,20
GOLENIEWICZ,20
GOLMANOWSKI,20
GOLOVCHENKO,20
GOLUBA,20
GOŁDECKI,20
GOŁEMBICKI,20
GOŁOCHOWICZ,20
GOMELA,20
GOMULICKI,20
GOOSSENS,20
GORAŚ,20
GORELL,20
GORNIG,20
GORUSTOWICZ,20
GORYLUK,20
GORZOLKA,20
GOŚLINOWSKI,20
GOZDANEK,20
GÖRLICH,20
GRABOVSKYI,20
GRABUŃCZYK,20
GRANDT,20
GRAŻKA,20
GREJMAN,20
GREMLOWSKI,20
GRIGORIEW,20
GROC,20
GRODNER,20
GROMÓŁ,20
GROSSER,20
GROSY,20
GRUDZINA,20
GRUZD,20
GRYGORJEW,20
GRYNIS,20
GRYSZPIŃSKI,20
GRZEBELUS,20
GRZECHAC,20
GRZEGULSKI,20
GRZYSZCZOK,20
GUAN,20
GUGUŁ,20
GULAKOWSKI,20
GULLA,20
GULOWATY,20
GURAN,20
GURDZIŃSKI,20
GURGUREWICZ,20
GUSKI,20
GUSTOŁEK,20
GUTKIN,20
GUTKNECHT,20
GWITT,20
GWOSDEK,20
HABABICKI,20
HABICH,20
HABIK,20
HAINC,20
HAJDACZ,20
HAJDAMASZEK,20
HAJDUSIANEK,20
HALAMSKI,20
HALESIAK,20
HALIASZ,20
HALULKO,20
HALYSHYN,20
HAŁAPACZ,20
HAŁAPUP,20
HANDKUS,20
HANIEWSKI,20
HAŃCZARYK,20
HAOR,20
HAPEL,20
HAR,20
HARNATKIEWICZ,20
HARRINGTON,20
HARSCHE,20
HARZOWSKI,20
HATS,20
HAVRYLKO,20
HAWRON,20
HĄDZ,20
HEBENSTREIT,20
HELER,20
HELETA,20
HELSNER,20
HENDOŻKO,20
HEPKO,20
HERASIMAU,20
HERASYM,20
HERDY,20
HERL,20
HERTZ,20
HERUBIŃSKI,20
HIC,20
HILBRAND,20
HLAZKOV,20
HLYVA,20
HODOVANIUK,20
HODUNKO,20
HOHENSEE,20
HOIN,20
HOJDAS,20
HOLENKO,20
HOLIAK,20
HOLIKOV,20
HOLLIK,20
HOLONKO,20
HOŁUBKO,20
HOMANOWSKI,20
HONCEK,20
HONORSKI,20
HORAJECKI,20
HORBOWSKI,20
HORDYNSKYI,20
HORISZNY,20
HORODIUK,20
HORZĘPA,20
HOSUMBEK,20
HOWORSKI,20
HRACA,20
HRESZCZYK,20
HRUŚCIEL,20
HRYCEŃKO,20
HRYHOROVYCH,20
HRYHOROWICZ,20
HUDYGA,20
HUHN,20
HUMKA,20
HURCEWICZ,20
HUSI,20
HUSSAK,20
HUSZEK,20
HUTSALO,20
HYKAVYI,20
HYL,20
HYPSIOR,20
HYSZCZYN,20
IDKOWSKI,20
IGNATOW,20
IHNATSIUK,20
ILEJKO,20
ILINICZ,20
ILMER,20
IMANOV,20
INIARSKI,20
INOCH,20
INSIAK,20
IRISIK,20
IŚTOK,20
IVANOVIĆ,20
IVANUS,20
IVASKEVYCH,20
IWANASZKO,20
IZERT,20
JABCZANKA,20
JACENT,20
JACIŃSKI,20
JACOBY,20
JADRYCH,20
JAJEK,20
JAJSZCZOK,20
JAKUSIEWICZ,20
JANAĆ,20
JANASIŃSKI,20
JANICH,20
JANIGACZ,20
JANIKUŁA,20
JANKIE,20
JANKOWIECKI,20
JARGON,20
JARMICKI,20
JASKULA,20
JATCZYK,20
JAVED,20
JAWIN,20
JAZOWIECKI,20
JECHOWSKI,20
JEDEL,20
JEK,20
JELITKO,20
JENCZURA,20
JENDRASZCZAK,20
JEREMIASZ,20
JERNAS,20
JEROMINIAK,20
JERZABEK,20
JERZMAN,20
JESZKOWSKI,20
JETTKA,20
JEZIERNICKI,20
JEZNAK,20
JĘBRZYCKI,20
JĘCKOWSKI,20
JĘDREASZ,20
JĘDRUSZUK,20
JOSSE,20
JÓRSKI,20
JUNDO,20
JUNGERMAN,20
JURDYGA,20
JUZA,20
JUŻYNIEC,20
KABOTH,20
KACICKI,20
KACMAJOR,20
KACPEROWICZ,20
KAĆKIEWICZ,20
KADEWSKI,20
KAFNO,20
KAGLIK,20
KAINTOCH,20
KAJFOSZ,20
KAJLING,20
KALAMORZ,20
KALANKIEWICZ,20
KALETHA,20
KALINOUSKI,20
KALISHCHUK,20
KALIUKH,20
KALUZIŃSKI,20
KALYNCHUK,20
KAŁASZNIKOW,20
KAŁKUCKI,20
KAŁKUSIŃSKI,20
KAŁOS,20
KAŁUDA,20
KAŁŻYŃSKI,20
KAMA,20
KAMIEŃSZCZYK,20
KAMIONKO,20
KANCIR,20
KANTON,20
KAPRASZEWSKI,20
KAPSZUKIEWICZ,20
KARABUŁA,20
KARAKURT,20
KARAMUS,20
KARASHCHUK,20
KARCEWICZ,20
KARELIN,20
KARGIEL,20
KARKUŁOWSKI,20
KARMALITA,20
KARMANOWICZ,20
KARNATH,20
KARNYSKI,20
KARPINIUK,20
KARUK,20
KARYI,20
KASINSKI,20
KASKIEWICZ,20
KASPERLIK,20
KASPEROWSKI,20
KASPIAROVICH,20
KASPRUŚ,20
KATARYŃCZUK,20
KATRUK,20
KAUCZOCH,20
KAULA,20
KAUWA,20
KAWALSKI,20
KAZIO,20
KAZIUL,20
KAZUN,20
KĄTSKI,20
KEITA,20
KESER,20
KESZKOWSKI,20
KĘDELSKI,20
KHALAK,20
KHALIN,20
KHANENKO,20
KHOVANETS,20
KHVOSTENKO,20
KHYLCHUK,20
KHYTRUK,20
KIBICKI,20
KICHNER,20
KIDRYCKI,20
KIEBASIŃSKI,20
KIEDEL,20
KIELC,20
KIENDOROWICZ,20
KIENIUK,20
KIEŃĆ,20
KIEPEK,20
KIERSZKOWSKI,20
KIERZYŃSKI,20
KIEWISZ,20
KIFERT,20
KILASONIA,20
KIMON,20
KIRSZANOWSKI,20
KISIELEW,20
KIŚCIŃSKI,20
KITAJ,20
KITAJGRODZKI,20
KITTNER,20
KITZMAN,20
KIWILSZO,20
KIWITZ,20
KIZLICH,20
KLANKOWSKI,20
KLASZYŃSKI,20
KLECIAK,20
KLEMIATO,20
KLIJER,20
KLOJ,20
KLORYGA,20
KLUGIER,20
KLUTH,20
KŁADNY,20
KNAPCZYŃSKI,20
KNYSHUK,20
KNYTEL,20
KOBAJŁO,20
KOBIAŁKOWSKI,20
KOBRIN,20
KOBZIK,20
KOCAJA,20
KOCIAŃSKI,20
KOCUŁA,20
KOCYŁAK,20
KOCZÓR,20
KOÇAK,20
KOKIEL,20
KOKORUDZ,20
KOLESNYCHENKO,20
KOLICZKO,20
KOLOSZEWSKI,20
KOŁACZEWSKI,20
KOŁCIO,20
KOŁDRZAK,20
KOŁDYSZ,20
KOŁTAŚ,20
KOMARENKO,20
KOMENDECKI,20
KOMISSAROV,20
KOMUDZIŃSKI,20
KONAN,20
KONDAŁA,20
KONDER,20
KONDLEWSKI,20
KONECZEK,20
KONEFKA,20
KONEWSKI,20
KONIÓWKA,20
KONOPNIAK,20
KONSTANTINOW,20
KOPCISZ,20
KOPIEJ,20
KOPIJASZ,20
KOPIJKOWSKI,20
KOPLEŃSKI,20
KOPOT,20
KOPRYNIA,20
KOPYTSIA,20
KORBIN,20
KORCHAHIN,20
KORDJALIK,20
KORKOZOWICZ,20
KORNYTOWSKI,20
KOROBAJŁO,20
KOROHODA,20
KORONIECKI,20
KOROTYNIEC,20
KOROTYNSKYI,20
KOROZA,20
KORZEMBSKI,20
KOSANECKI,20
KOSELKE,20
KOSSAK-GŁÓWCZEWSKI,20
KOSTAREK,20
KOSTYRIA,20
KOSUNIAK,20
KOSZERNY,20
KOTFASIŃSKI,20
KOTFICA,20
KOTFISZ,20
KOTISZ,20
KOTŁÓW,20
KOTSIUBYNSKYI,20
KOTTE,20
KOWALOWSKI,20
KOWBEL,20
KOWNIEROWICZ,20
KOZARUK,20
KOZBUR,20
KOZHUKHIVSKYI,20
KOZIAROWSKI,20
KOZICIŃSKI,20
KOZIGRODZKI,20
KOZNECKI,20
KOŹLICZAK,20
KOŻYKOWSKI,20
KÖSTER,20
KRACHAŁO,20
KRAIS,20
KRAJZEL,20
KRAMAREK,20
KRAMNY,20
KRASOUSKI,20
KRASTEV,20
KRAUKLIS,20
KRAWĘCKI,20
KREMPCZYŃSKI,20
KRENTOWSKI,20
KRETOV,20
KRĘCIJASZ,20
KROCHAK,20
KROLCZYK,20
KRUGER,20
KRUHLYK,20
KRULEWICZ,20
KRUPICZOWICZ,20
KRUSINOWSKI,20
KRUSZNIEWICZ,20
KRUTKO,20
KRYJEWSKI,20
KRYNOJEWSKI,20
KRYSTOF,20
KRYSTYNEK,20
KRYSZCZUNAS,20
KRYVETS,20
KRYVYCH,20
KRYWKA,20
KRYWOSZ,20
KRZEMIENDAK,20
KRZENCIESSA,20
KRZYCHAŁA,20
KRZYMIONKA,20
KRZYWODAJĆ,20
KRZYWOLAK,20
KRZYŻOSTAN,20
KUBAŃ,20
KUBCZYŃSKI,20
KUBIOR,20
KUCHANNY,20
KUCKA,20
KUCŁO,20
KUCZERUK,20
KUCZUN,20
KUCZYNKO,20
KUCZYS,20
KUDLAI,20
KULIFER,20
KULIIEV,20
KUMPAN,20
KUNDE,20
KUPINIAK,20
KUPKOWSKI,20
KURBONOV,20
KURCZAKOWSKI,20
KURDEL,20
KURJANOWICZ,20
KURLETA,20
KURYSH,20
KURZAWIAK,20
KUSHTA,20
KUŚTEK,20
KUTNER,20
KUZBORSKI,20
KWIESIELEWICZ,20
LABRENC,20
LABUK,20
LABUSZKA,20
LAFERSKI,20
LAMERS,20
LANGDA,20
LANGIEROWICZ,20
LASHCHENKO,20
LASŁOWSKI,20
LASSEK,20
LASZCZUK,20
LAVRYNOVYCH,20
LAWRYNOWICZ,20
LECHETA,20
LEFELD,20
LEGIECKI,20
LEGNER,20
LEIER,20
LELAK,20
LELUSZ,20
LEMBERG,20
LEMESHCHUK,20
LENDZIO,20
LENEK,20
LENIV,20
LENZER,20
LENZKOWSKI,20
LENŻA,20
LEWKÓW,20
LIBECKI,20
LIDZBA,20
LIEBAN,20
LIGIERKO,20
LIGIŻYŃSKI,20
LIMISZEWSKI,20
LIPKA-AUGUŚCIK,20
LIPKA-BARTOSIK,20
LIPNIARSKI,20
LISZNIEWSKI,20
LITARSKI,20
LITVINIUK,20
LIUKLIAN,20
LIWENDA,20
LOBAS,20
LODKO,20
LODZIK,20
LOMSADZE,20
LONGOTA,20
LOSZEK,20
LOTH,20
LUBORAK,20
LUCHT,20
LUDEF,20
LUDWIAK,20
LUKJAN,20
LUKOMSKYI,20
LUPIERZ,20
LUPTOWICZ,20
LUSAR,20
LUTOMIERSKI,20
ŁABENTOWICZ,20
ŁABÓJ,20
ŁACHNIK,20
ŁADUNIUK,20
ŁANIUSZ,20
ŁAPCIUK,20
ŁAWACZ,20
ŁAWNY,20
ŁĄŻYŃSKI,20
ŁEMPKOWSKI,20
ŁENYK,20
ŁĘCZKOWSKI,20
ŁOBODECKI,20
ŁOMOĆ,20
ŁOPATTO,20
ŁOPUSZKO,20
ŁOSKI,20
ŁOZOWY,20
ŁOZYK,20
ŁUCEJKO,20
ŁUCZKOŚ,20
ŁUKASZENKO,20
ŁUKAWCZYK,20
ŁYTA,20
MACHANDER,20
MACHLOWIEC,20
MACIANIS,20
MACIEIK,20
MACIEJONCZYK,20
MACIEJUNAS,20
MACOVEI,20
MADANOWICZ,20
MADLA,20
MADRA,20
MAGACZEWSKI,20
MAGROWICZ,20
MAHOLA,20
MAICZEK,20
MAIDANSKYI,20
MAINTOK,20
MAJSTRENKO,20
MAKAGON,20
MAKARAU,20
MAKSARA,20
MAKSIMENKA,20
MAKSIMOW,20
MAKŚWIEJ,20
MALAGOWSKI,20
MALCIAK,20
MALIDA,20
MALIUHA,20
MALKUS,20
MALOSCZYK,20
MALOST,20
MAŁANIUK,20
MAŁUCH,20
MANARCZYK,20
MANCHUK,20
MANDOWSKI,20
MANDZIK,20
MANIOWSZCZAK,20
MANKA,20
MARCINSKI,20
MARCISZUK,20
MARCYZAK,20
MARGUL,20
MARION,20
MARKELOV,20
MARKIELOWSKI,20
MARKUNOWICZ,20
MARMUŁA,20
MARSCHOLLEK,20
MARTINO,20
MARTOSZ,20
MARTUS,20
MARYN,20
MASIAKIEWICZ,20
MASIUDA,20
MASS,20
MATCHARASHVILI,20
MATCZYSZYN,20
MATEJANKA,20
MATLANGA,20
MATLEJEWSKI,20
MATONOG,20
MATOSZKA,20
MATROSOV,20
MATUBOWSKI,20
MATULAK,20
MATYLAK,20
MAZIKIEWICZ,20
MAZIKOWSKI,20
MAZURETS,20
MAŻARSKI,20
MĄTKOWSKI,20
MCKENZIE,20
MECLIK,20
MEDVIEDIEV,20
MEGIEL,20
MELNER,20
MELNYTSKYI,20
MENCWAL,20
MENERT,20
MENKARSKI,20
MENZFELD,20
MERKUN,20
MERONKA,20
MERTINS,20
MESSER,20
METEŃKO,20
MEWES,20
MEZENTSEV,20
MĘCH,20
MĘDEL,20
MĘKALSKI,20
MĘŻEŃSKI,20
MÉSZÁROS,20
MIADZVEDZEU,20
MIAKIENKO,20
MIARNOWSKI,20
MIĄDLICKI,20
MICHEŃ,20
MIEDZIASZCZYK,20
MIELANIUK,20
MIELCZEWSKI,20
MIERUŃSKI,20
MIERZEWSKI,20
MIGNIEWICZ,20
MIKAS,20
MIKETTA,20
MIKHAILOUSKI,20
MIKNO,20
MIKOLUK,20
MINCZYKOWSKI,20
MIODONA,20
MIRAKOWSKI,20
MISIKONIS,20
MISZEL,20
MITRA,20
MŁOSTOŃ,20
MŁYNAROWICZ,20
MOCHALOV,20
MOCHERNIUK,20
MODROW,20
MOŁODOWICZ,20
MONICH,20
MONTERIAL,20
MORAWICZ,20
MORGULSKI,20
MOROZOVSKYI,20
MORZECKI,20
MORZYWAŁEK,20
MOSKALONEK,20
MOSKOVCHENKO,20
MOŚKOWIAK,20
MOTRIUK,20
MOTUCKI,20
MOTUZ,20
MOŻELUK,20
MULENKO,20
MULIARCHYK,20
MULIAVKA,20
MUMLADZE,20
MUN,20
MUNDUĆ,20
MURASHKA,20
MURASZKA,20
MUSCHOL,20
MUSZAŁA,20
MYKAŁA,20
MYKHAILYCHENKO,20
MYKIETYSZYN,20
MYLAK,20
MYSAN,20
MYSZKER,20
MYŚLECKI,20
MYTIUK,20
NADEEM,20
NADSTAGA,20
NADWADOWSKI,20
NAHIRNY,20
NAKS,20
NALBERCZYŃSKI,20
NAMIŃSKI,20
NAPURKA,20
NARAJEWSKI,20
NARUSZCZKA,20
NARZA,20
NASSAR,20
NASTA,20
NASTRÓŻNY,20
NATOŁOCZNY,20
NATYNA,20
NAUMOW,20
NAWOTNIK,20
NAZIOMEK,20
NECZEK,20
NEDOSHYTKO,20
NELE,20
NENTWIG,20
NEPYIVODA,20
NETZ,20
NEUNERT,20
NGO VAN,20
NGUYEN MANH,20
NGUYEN TRONG,20
NICAŁ,20
NICIEWICZ,20
NICOTA,20
NIDERAUS,20
NIECHCIAŁKOWSKI,20
NIECKA,20
NIEJEDLI,20
NIEMCZYKIEWICZ,20
NIEMY,20
NIEMYKIN,20
NIEPELT,20
NIEPEWNY,20
NIERZALEWSKI,20
NIETREBA,20
NIEWIENDA,20
NIEZRĘCKI,20
NIEŻÓRAWSKI,20
NIKLARZ,20
NILSEN,20
NINKIEWICZ,20
NIPPE,20
NIŹNIKIEWICZ,20
NOCÓŃ,20
NOFZ,20
NOGACZEWSKI,20
NORTON,20
NOSKA,20
NOWACHOWICZ,20
NOWACZUK,20
NOWOCZYN,20
OBRZANOWSKI,20
OCEP,20
OCHAPSKI,20
OCHENDALSKI,20
OCHĘTAL,20
OCHWATOWSKI,20
ODALANOWSKI,20
ODASZ,20
ODORCZYK,20
ODORSKI,20
OGIEWKA,20
OGŁASKA,20
OGÓROWSKI,20
OGRODNICKI,20
OHAR,20
OKŁOTA,20
OKOPSKI,20
OKRASKO,20
OKWIECIŃSKI,20
OLBAN,20
OLBEREK,20
OLCHOWICZ,20
OLECHNIEWICZ,20
OLEŃKO,20
OLESCH,20
OLĘDRZYŃSKI,20
OLIFER,20
OLINKIEWICZ,20
OLKIS,20
OLSZENKA,20
OLSZYCA,20
OŁOWIAŃCZYK,20
OŁYNIUK,20
ONDERKO,20
ONDRA,20
OPEJDA,20
OPPENKOWSKI,20
ORIOL,20
OSEŁA,20
OSESIK,20
OSOWCZYK,20
OSTAPIEC,20
OSTASH,20
OSTREJKO,20
OTREMSKI,20
OTTOWICZ,20
OTYŃSKI,20
OĞUZ,20
OYRZANOWSKI,20
OŻARSKI,20
PACHLITA,20
PACZEŚNIOWSKI,20
PACZULA,20
PACZUSZYŃSKI,20
PADYSZ,20
PAFF,20
PAJCHEL,20
PAKIZER,20
PAKUSA,20
PALACZYK,20
PALOT,20
PAŁASIK,20
PAŁKOŃ,20
PANARIN,20
PANCZAKIEWICZ,20
PAPLAUSKI,20
PARDOŁ,20
PARDUŁA,20
PARKETNY,20
PAROBI,20
PAROT,20
PARTYK,20
PARYL,20
PASHCHAK,20
PASSIA,20
PASSOŃ,20
PASZOTTA,20
PAWLENIAK,20
PAWLENKA,20
PAŹDZIERNIAK,20
PAŻONTKA LIPINSKI,20
PECHAN,20
PECHENYI,20
PECHT,20
PEDERSKI,20
PELECHOWICZ,20
PELWECKI,20
PELZER,20
PENKIN,20
PEPLA,20
PEREŚLUCHA,20
PERFECKI,20
PEROV,20
PERSOWSKI,20
PERSZKO,20
PETLOVANYI,20
PETRIKOWSKI,20
PETRY,20
PĘCHRA,20
PIANTA,20
PIAZZA,20
PICHET,20
PIECHNICKI,20
PIEGRZYK,20
PIEKLARZ,20
PIELAWA,20
PIELGRZYMOWSKI,20
PIENTKOWSKI,20
PIEPIÓRA,20
PIERECHOD,20
PIERSZKAŁA,20
PIESCH,20
PIETRAGA,20
PIETRYKIEWICZ,20
PIĘTNIK,20
PIKHUR,20
PIKLIKIEWICZ,20
PIKUTIN,20
PINDELA,20
PINES,20
PINIEK,20
PIOREK,20
PIPIŃSKI,20
PIROGOWSKI,20
PIROSZ,20
PISIOŁEK,20
PISKO,20
PISUK,20
PISZEK,20
PITWAŁA,20
PIWCEWICZ,20
PIWUDZKI,20
PLAKHOTNIK,20
PLAKHTII,20
PLECAN,20
PLECYNG,20
PLOKHOTNIUK,20
PLOMIN,20
PLOTTNIK,20
PLUTO-PRĄDZIŃSKI,20
PŁANICA,20
PŁAUSZEWSKI,20
PŁOCEK,20
PŁOCIC,20
PŁODZICKI,20
PŁÓCIENNIKOWSKI,20
POCHAŁA,20
POCHWATKO,20
POCIK,20
PODALAK,20
PODCHORODECKI,20
PODCIECHOWSKI,20
PODFIGÓRNY,20
PODKOPAŁ,20
PODLACKI,20
PODLESZCZUK,20
PODOLAŃCZUK,20
PODOLAŃCZYK,20
PODŻORNY,20
POGONOWICZ,20
POKRAŚNIEWICZ,20
POLAWSKI,20
POLITACHA,20
POLNAU,20
POLTROK,20
POŁACIAK,20
POŁODZIUK,20
POMERENKE,20
PONACHAJBA,20
POPADEŃCZUK,20
POPIENIUK,20
POPRZECZKA,20
PORTER,20
PORZECZKA,20
POSANOW,20
POSYTEK,20
POTEMPKA,20
POWAŻYŃSKI,20
POWYSZYŃSKI,20
POZIOMECKI,20
POŹLEWICZ,20
POŻERSKI,20
PÓŁKOWNIK,20
PRACOWIAK,20
PRADHAN,20
PRAGIER,20
PRANKE,20
PRASEŁEK,20
PREISLER,20
PRELL,20
PROKUDA,20
PROŚCIEWICZ,20
PROŻYCH,20
PRÓSZKOWSKI,20
PRUDZIC,20
PRUSATOR,20
PRYMELSKI,20
PRZEBIEROWSKI,20
PRZEDNIKOWSKI,20
PRZERWANEK,20
PRZĘCZKA,20
PRZYKLĘK,20
PRZYKLINK,20
PSIARSKI,20
PSTROCKI,20
PUCHELAK,20
PUCIATY,20
PUCZKIELEWICZ,20
PUKNIEL,20
PULIAK,20
PULWERT,20
PUP,20
PUPOWSKI,20
PUROLNIK,20
PUSIARSKI,20
PYKHTIN,20
PYLYPIAK,20
PYROZHOK,20
PYSARCHUK,20
PYTASZYŃSKI,20
PYŻUK,20
RABOŁ,20
RACHYNSKYI,20
RACOŃ,20
RADA,20
RADOSZKO,20
RADYWONIUK,20
RAER,20
RAFALĄT,20
RAGAJSIN,20
RAITER,20
RAIWA,20
RAJN,20
RAMANAU,20
RANIUSZEK,20
RAPANT,20
RATS,20
REBICKI,20
RECHMAL,20
REDKOWIAK,20
REDZKO,20
REFERMAT,20
REICHMANN,20
REIFF,20
REISKI,20
REJNO,20
REKIS,20
REMION,20
RENDZIŃSKI,20
RENDZIO,20
REPKE,20
RESAKOWSKI,20
RETES,20
RETKE,20
RETLIKOWSKI,20
REYES,20
RĘKOWICZ,20
RIEZNIKOV,20
RISHKO,20
ROBOTNIK,20
ROCHATKA,20
RODZONEK,20
ROGISZ,20
ROGOL,20
ROGUZIAK,20
ROHR,20
ROLCZYŃSKI,20
ROLKIEWICZ,20
RONGIERS,20
ROSIENNIK,20
ROSPEK,20
ROSPLESZCZ,20
ROSZCZKA,20
ROZANSKI,20
ROZENBANGIER,20
ROZIEWICZ,20
ROZŁONKOWSKI,20
RUKA,20
RUKŚCIŃSKI,20
RULNICKI,20
RUSOCKI,20
RUTKOVSKYI,20
RUTTER,20
RUWIŃSKI,20
RYBARUK,20
RYBASOW,20
RYBCHAK,20
RYBEŃSKI,20
RYCHNOWSKI,20
RYCHTEROWICZ,20
RYGACKI,20
RYGAŁŁO,20
RYLSKYI,20
RYSZTOF,20
RYŻANOWSKI,20
RZACZEK,20
RZAKOWSKI,20
RZĄDECZKA,20
